"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Collection,1,0,Rosie Cotton of South Lane,LTR,The Lord of the Rings: Tales of Middle-earth,27,NearMint,Normal,English,0.17,2026-08-25,0.15,0.02,0.16
Collection,1,0,Rout,CNS,Conspiracy,80,NearMint,Normal,English,0.25,2026-08-26,0.29,0.10,0.25
Collection,2,0,"Ruby, Daring Tracker",FDN,Foundations,245,NearMint,Normal,English,0.10,2026-08-26,0.13,0.02,0.10
Collection,1,0,Ruin Crab,ZNR,Zendikar Rising,75,NearMint,Foil,English,1.63,2026-08-26,1.71,0.80,1.63
Collection,1,0,Sage of the Beyond,KHC,Kaldheim Commander,6,NearMint,Normal,English,0.33,2026-08-26,0.30,0.02,0.33
Collection,1,0,Sage of the Falls,ELD,Throne of Eldraine,63,NearMint,Normal,English,0.09,2026-08-26,0.07,0.02,0.09
Collection,1,0,"Sai, Master Thopterist",DRC,Aetherdrift Commander,82,NearMint,Normal,English,0.30,2026-08-24,0.34,0.15,0.33
Collection,1,0,Samwise the Stouthearted,LTR,The Lord of the Rings: Tales of Middle-earth,306,NearMint,Normal,English,0.12,2026-08-24,0.15,0.02,0.11
Collection,1,0,Samwise the Stouthearted,LTR,The Lord of the Rings: Tales of Middle-earth,28,NearMint,Normal,English,0.16,2026-08-24,0.13,0.02,0.14
Collection,1,0,Saruman of Many Colors,LTR,The Lord of the Rings: Tales of Middle-earth,223,NearMint,Normal,English,1.05,2026-08-26,1.03,0.25,1.05
Collection,1,0,Satoru Umezawa,NEO,Kamigawa: Neon Dynasty,493,NearMint,Normal,English,0.85,2026-08-26,0.88,0.29,0.85
Collection,1,0,Savannah Lions,FDN,Foundations,146,NearMint,Normal,English,0.11,2026-08-26,0.14,0.02,0.11
Collection,1,0,Savior of the Small,DSK,Duskmourn: House of Horror,27,NearMint,Normal,English,0.08,2026-08-26,0.05,0.02,0.08
Collection,1,0,Screaming Swarm,J25,Foundations Jumpstart,351,NearMint,Normal,English,0.16,2026-08-26,0.27,0.02,0.16
Collection,1,0,Seal from Existence,MOM,March of the Machine,35,NearMint,Normal,English,0.14,2026-08-26,0.13,0.02,0.14
Collection,1,0,Sealock Monster,THS,Theros,62,NearMint,Normal,English,0.07,2026-08-26,0.08,0.02,0.07
Collection,1,0,Seasoned Marshal,USG,"Urza's Saga",44,NearMint,Normal,English,0.22,2026-08-26,0.20,0.02,0.22
Collection,1,0,Seasoned Marshal,8ED,Eighth Edition,44,NearMint,Normal,English,0.08,2026-08-26,0.04,0.02,0.08
Collection,1,0,Seasoned Warrenguard,BLB,Bloomburrow,30,NearMint,Foil,English,0.19,2026-08-26,0.23,0.02,0.19
Collection,2,0,Seasoned Warrenguard,BLB,Bloomburrow,30,NearMint,Normal,English,0.09,2026-08-26,0.11,0.02,0.09
Collection,1,0,Serpent of the Pass,TLA,Avatar: The Last Airbender,70,NearMint,Normal,English,0.04,2026-08-26,0.09,0.02,0.04
Collection,1,0,Serra Angel,FDN,Foundations,147,NearMint,Normal,English,0.07,2026-08-26,0.09,0.02,0.07
Collection,1,0,Settle the Wreckage,XLN,Ixalan,34,NearMint,Normal,English,1.91,2026-08-26,2.13,0.69,1.91
Collection,1,0,"Shadowfax, Lord of Horses",LTR,The Lord of the Rings: Tales of Middle-earth,227,NearMint,Foil,English,0.17,2026-08-26,0.25,0.02,0.17
Collection,1,0,"Shadowfax, Lord of Horses",LTR,The Lord of the Rings: Tales of Middle-earth,227,NearMint,Normal,English,0.06,2026-08-26,0.07,0.02,0.06
Collection,1,0,"Shantotto, Tactician Magician",FIN,Final Fantasy,241,NearMint,Normal,English,0.09,2026-08-26,0.10,0.02,0.09
Collection,1,0,"Shardmage's Rescue",DSK,Duskmourn: House of Horror,411,NearMint,Foil,English,0.56,2026-08-26,0.53,0.03,0.57
Collection,1,0,"Sharkey, Tyrant of the Shire",LTR,The Lord of the Rings: Tales of Middle-earth,229,NearMint,Foil,English,0.51,2026-08-26,0.45,0.06,0.51
Collection,1,0,Shay Cormac,ACR,"Assassin's Creed",248,NearMint,Foil,English,2.04,2026-08-26,2.01,0.89,2.04
Collection,1,0,"Shelob, Child of Ungoliant",LTR,The Lord of the Rings: Tales of Middle-earth,230,NearMint,Normal,English,0.77,2026-08-26,0.74,0.10,0.77
Collection,1,0,"Shelob, Dread Weaver",LTC,Tales of Middle-earth Commander,29,NearMint,Normal,English,1.04,2026-08-24,1.30,0.45,1.47
Collection,2,0,Shepherd of the Clouds,OTJ,Outlaws of Thunder Junction,28,NearMint,Normal,English,0.19,2026-08-26,0.18,0.02,0.19
Collection,1,0,Sheriff of Safe Passage,OTJ,Outlaws of Thunder Junction,29,NearMint,Normal,English,0.13,2026-08-26,0.09,0.02,0.13
Collection,1,0,Shire Shirriff,LTR,The Lord of the Rings: Tales of Middle-earth,441,NearMint,Normal,English,0.10,2026-08-26,0.09,0.02,0.10
Collection,1,0,Shire Shirriff,LTR,The Lord of the Rings: Tales of Middle-earth,30,NearMint,Normal,English,0.05,2026-08-26,0.06,0.02,0.05
Collection,1,0,Shoreline Looter,BLB,Bloomburrow,70,NearMint,Normal,English,0.28,2026-08-26,0.31,0.02,0.28
Collection,1,0,"Sidisi, Brood Tyrant",CMM,Commander Masters,355,NearMint,Normal,English,0.96,2026-08-26,0.78,0.10,0.96
Collection,1,0,Siege-Gang Commander,LTC,Tales of Middle-earth Commander,228,NearMint,Normal,English,0.28,2026-08-25,0.22,0.04,0.38
Collection,1,0,"Siegfried, Famed Swordsman",FIC,Final Fantasy Commander,51,NearMint,Normal,English,0.20,2026-08-24,0.21,0.08,0.20
Collection,1,0,"Sigrid, God-Favored",KHM,Kaldheim,301,NearMint,Normal,English,0.23,2026-08-24,0.30,0.02,0.23
Collection,1,0,"Silver Sable, Mercenary Leader",SPM,"Marvel's Spider-Man",13,NearMint,Normal,English,0.13,2026-08-24,0.12,0.02,0.13
Collection,1,0,"Sin, Spira's Punishment",FIN,Final Fantasy,242,NearMint,Normal,English,0.24,2026-08-26,0.25,0.02,0.24
Collection,1,0,Sinew Dancer,ONE,Phyrexia: All Will Be One,426,NearMint,Step and Compleat Foil,English,0.14,2026-08-26,0.14,0.02,0.14
Collection,3,0,Sinuous Benthisaur,LCI,The Lost Caverns of Ixalan,76,NearMint,Normal,English,0.08,2026-08-26,0.06,0.02,0.08
Collection,2,0,"Skoa, Embermage",MH3,Modern Horizons 3,138,NearMint,Normal,English,0.04,2026-08-24,0.03,0.02,0.04
Collection,2,0,Skyclave Aerialist,MOM,March of the Machine,78,NearMint,Normal,English,0.04,2026-08-26,0.04,0.02,0.04
Collection,1,0,"Skyseer's Chariot",DFT,Aetherdrift,28,NearMint,Normal,English,0.16,2026-08-26,0.17,0.02,0.16
Collection,1,0,Skyship Buccaneer,FDN,Foundations,50,NearMint,Normal,English,0.06,2026-08-26,0.07,0.02,0.06
Collection,2,0,Slickshot Lockpicker,OTJ,Outlaws of Thunder Junction,67,NearMint,Normal,English,0.12,2026-08-26,0.14,0.02,0.12
Collection,1,0,"Slobad, Iron Goblin",ONE,Phyrexia: All Will Be One,311,NearMint,Foil,English,0.36,2026-08-24,0.31,0.10,0.40
Collection,1,0,"Slobad, Iron Goblin",ONE,Phyrexia: All Will Be One,311,NearMint,Normal,Japanese,0.25,2026-08-24,0.23,0.04,0.29
Collection,3,0,"Smaug, the Great Calamity // Spew Flame",HOB,The Hobbit,109,NearMint,Normal,English,0.04,2026-08-24,0.10,0.02,0.05
Collection,1,0,"Sméagol, Helpful Guide",LTR,The Lord of the Rings: Tales of Middle-earth,231,NearMint,Normal,English,0.41,2026-08-26,0.40,0.05,0.41
Collection,1,0,"Smuggler's Share",NCC,New Capenna Commander,21,NearMint,Normal,English,8.63,2026-08-26,8.71,6.99,8.63
Collection,1,0,Snow Villiers,FIN,Final Fantasy,33,NearMint,Normal,English,0.10,2026-08-24,0.06,0.02,0.08
Collection,1,0,Soaring Stoneglider,SOS,Secrets of Strixhaven,32,Poor,Foil,English,0.05,2026-08-26,0.07,0.02,0.05
Collection,1,0,"Sokka, Tenacious Tactician",TLA,Avatar: The Last Airbender,242,NearMint,Normal,English,0.30,2026-08-26,0.33,0.05,0.30
Collection,1,0,"Sokka, Tenacious Tactician",TLA,Avatar: The Last Airbender,242,NearMint,Foil,English,0.65,2026-08-26,0.63,0.10,0.65
Collection,2,0,Soul Warden,EXO,Exodus,21,NearMint,Normal,English,2.49,2026-08-26,2.37,0.49,2.49
Collection,1,0,Southern Air Temple,TLA,Avatar: The Last Airbender,36,NearMint,Foil,English,0.18,2026-08-24,0.26,0.02,0.14
Collection,1,0,Sphinx of Enlightenment,BLC,Bloomburrow Commander,175,NearMint,Normal,English,0.24,2026-08-26,0.19,0.05,0.24
Collection,1,0,Sphinx of the Final Word,OGW,Oath of the Gatewatch,63,NearMint,Normal,English,0.79,2026-08-26,0.63,0.10,0.79
Collection,1,0,"Spider-Gwen, Free Spirit",SPM,"Marvel's Spider-Man",90,NearMint,Normal,English,0.05,2026-08-24,0.05,0.02,0.06
Collection,1,0,"Spider-Ham, Peter Porker",PSPM,"Marvel's Spider-Man Promos",2b,NearMint,Foil,English,0.47,2026-08-24,0.59,0.02,0.46
Collection,2,0,"Spider-Ham, Peter Porker",PSPM,"Marvel's Spider-Man Promos",2b,NearMint,Normal,English,0.15,2026-08-24,0.20,0.02,0.13
Collection,1,0,"Spider-Man, Brooklyn Visionary",SPM,"Marvel's Spider-Man",115,NearMint,Normal,English,0.04,2026-08-26,0.07,0.02,0.04
Collection,2,0,"Spider-Man, Web-Slinger",SPM,"Marvel's Spider-Man",16,NearMint,Normal,English,0.15,2026-08-24,0.13,0.02,0.12
Collection,1,0,Spider-UK,SPM,"Marvel's Spider-Man",17,NearMint,Normal,English,0.10,2026-08-24,0.12,0.02,0.09
Collection,1,0,Splashy Spellcaster,WOE,Wilds of Eldraine,70,NearMint,Normal,English,0.06,2026-08-26,0.07,0.02,0.06
Collection,1,0,Split Up,PDSK,Duskmourn: House of Horror Promos,32p,NearMint,Normal,English,1.38,2026-08-26,1.52,0.95,1.38
Collection,2,0,Spring-Loaded Sawblades,LCI,The Lost Caverns of Ixalan,36,NearMint,Normal,English,0.16,2026-08-26,0.16,0.02,0.16
Collection,1,0,Spyglass Siren,LCI,The Lost Caverns of Ixalan,405,NearMint,Normal,English,0.64,2026-08-26,0.91,0.10,0.64
Collection,1,0,"Squee, Dubious Monarch",DMU,Dominaria United,146,NearMint,Normal,English,0.55,2026-08-24,0.53,0.09,0.56
Collection,1,0,Star Charter,BLB,Bloomburrow,33,NearMint,Normal,English,0.07,2026-08-26,0.08,0.02,0.07
Collection,1,0,Starfield Shepherd,EOE,Edge of Eternities,37,NearMint,Normal,English,0.32,2026-08-26,0.26,0.02,0.32
Collection,1,0,"Starling, Aerial Ally",SPM,"Marvel's Spider-Man",18,NearMint,Normal,English,0.02,2026-08-24,0.02,0.02,0.02
Collection,1,0,Static Prison,MH3,Modern Horizons 3,44,NearMint,Foil,English,0.76,2026-08-26,0.49,0.05,0.76
Collection,1,0,Static Snare,TDM,Tarkir: Dragonstorm,420,NearMint,Normal,English,0.18,2026-08-26,0.14,0.02,0.18
Collection,1,0,Staunch Crewmate,LCI,The Lost Caverns of Ixalan,79,NearMint,Normal,English,0.10,2026-08-26,0.11,0.02,0.10
Collection,1,0,Steelswarm Operator,EOE,Edge of Eternities,80,NearMint,Normal,English,0.12,2026-08-26,0.14,0.02,0.12
Collection,1,0,Stern Mentor,AVR,Avacyn Restored,77,NearMint,Normal,English,0.04,2026-08-26,0.03,0.02,0.04
Collection,2,0,Stern Scolding,LTR,The Lord of the Rings: Tales of Middle-earth,71,NearMint,Normal,English,0.30,2026-08-26,0.29,0.02,0.30
Collection,1,0,"Stiltzkin, Moogle Merchant",FIN,Final Fantasy,34,NearMint,Normal,English,0.24,2026-08-24,0.25,0.02,0.24
Collection,1,0,"Sting, Bilbo's Sword",HOB,The Hobbit,178,NearMint,Normal,English,0.02,2026-08-26,0.49,0.02,0.02
Collection,2,0,Stone by Sunlight,HOB,The Hobbit,27,NearMint,Normal,English,0.07,2026-08-26,0.17,0.02,0.07
Collection,2,0,Stone of Erech,LTR,The Lord of the Rings: Tales of Middle-earth,251,NearMint,Normal,English,0.17,2026-08-26,0.18,0.02,0.17
Collection,1,0,Storm Herd,KHC,Kaldheim Commander,33,NearMint,Normal,English,0.33,2026-08-26,0.38,0.05,0.33
Collection,1,0,Strago and Relm,FIC,Final Fantasy Commander,59,NearMint,Normal,English,0.27,2026-08-24,0.26,0.05,0.27
Collection,1,0,"Strider, Ranger of the North",LTR,The Lord of the Rings: Tales of Middle-earth,232,NearMint,Normal,English,0.08,2026-08-26,0.07,0.02,0.08
Collection,1,0,Stroke of Midnight,WOE,Wilds of Eldraine,33,NearMint,Normal,English,0.53,2026-08-26,0.44,0.02,0.53
Collection,1,0,Subjugator Angel,INR,Innistrad Remastered,43,NearMint,Normal,English,0.14,2026-08-26,0.09,0.02,0.14
Collection,2,0,Sudden Strike,SPM,"Marvel's Spider-Man",19,NearMint,Normal,English,0.06,2026-08-26,0.08,0.02,0.06
Collection,2,0,"Suki, Kyoshi Warrior",TLA,Avatar: The Last Airbender,243,NearMint,Normal,English,0.10,2026-08-26,0.12,0.02,0.10
Collection,1,0,Summon: Primal Garuda,FIN,Final Fantasy,37,NearMint,Normal,English,0.08,2026-08-26,0.10,0.02,0.08
Collection,2,0,Summon: Shiva,FIN,Final Fantasy,78,NearMint,Normal,English,0.12,2026-08-26,0.12,0.02,0.12
Collection,1,0,Summoned Dromedary,SOS,Secrets of Strixhaven,37,NearMint,Normal,English,0.04,2026-08-26,0.06,0.02,0.04
Collection,1,0,Sun-Blessed Guardian,MOM,March of the Machine,38,NearMint,Normal,English,0.03,2026-08-26,0.05,0.02,0.03
Collection,1,0,"Sundial, Dawn Tyrant",DFT,Aetherdrift,31,NearMint,Normal,English,0.11,2026-08-24,0.16,0.02,0.09
Collection,1,0,Supreme Inquisitor,ONS,Onslaught,117,NearMint,Normal,English,0.43,2026-08-26,0.54,0.10,0.43
Collection,1,0,Surtland Elementalist,KHM,Kaldheim,375,NearMint,Normal,English,0.24,2026-08-26,0.22,0.02,0.24
Collection,1,0,Swooping Lookout,ONE,Phyrexia: All Will Be One,35,NearMint,Normal,Japanese,0.09,2026-08-26,0.15,0.02,0.09
Collection,1,0,"Syr Alin, the Lion's Claw",ELD,Throne of Eldraine,32,NearMint,Normal,English,0.09,2026-08-24,0.07,0.02,0.09
Collection,1,0,"Syr Ginger, the Meal Ender",PWOE,Wilds of Eldraine Promos,252p,NearMint,Normal,English,0.53,2026-08-26,0.63,0.15,0.53
Collection,1,0,"Syr Ginger, the Meal Ender",WOE,Wilds of Eldraine,252,NearMint,Normal,English,0.94,2026-08-26,0.91,0.10,0.94
Collection,1,0,Tale of Tinúviel,LTR,The Lord of the Rings: Tales of Middle-earth,34,NearMint,Normal,English,0.14,2026-08-25,0.10,0.02,0.13
Collection,1,0,Tale of Tinúviel,LTR,The Lord of the Rings: Tales of Middle-earth,34,NearMint,Normal,English,0.13,2026-08-26,0.10,0.02,0.13
Collection,1,0,"Talion's Messenger",WOE,Wilds of Eldraine,73,NearMint,Normal,English,0.21,2026-08-26,0.26,0.03,0.21
Collection,1,0,"Tam, Observant Sequencer // Deep Sight",SOS,Secrets of Strixhaven,237,NearMint,Normal,English,0.09,2026-08-26,0.09,0.02,0.09
Collection,1,0,"Tannuk, Memorial Ensign",EOE,Edge of Eternities,233,NearMint,Normal,English,0.71,2026-08-26,0.69,0.05,0.71
Collection,1,0,"Tatsunari, Toad Rider",NEO,Kamigawa: Neon Dynasty,345,NearMint,Foil,English,1.75,2026-08-24,1.78,0.41,1.75
Collection,1,0,Team Avatar,TLA,Avatar: The Last Airbender,38,NearMint,Normal,English,0.10,2026-08-26,0.12,0.02,0.10
Collection,2,0,"Teo, Spirited Glider",TLA,Avatar: The Last Airbender,74,NearMint,Normal,English,0.07,2026-08-24,0.07,0.02,0.06
Collection,1,0,Tersa Lightshatter,PTDM,Tarkir: Dragonstorm Promos,127p,NearMint,Normal,English,0.65,2026-08-24,0.69,0.44,0.66
Collection,1,0,Tester of the Tangential,SOS,Secrets of Strixhaven,69,NearMint,Normal,English,0.08,2026-08-26,0.06,0.02,0.08
Collection,1,0,"Teysa, Opulent Oligarch",MKM,Murders at Karlov Manor,321,NearMint,Normal,English,0.88,2026-08-26,0.83,0.35,0.88
Collection,1,0,Thalia and The Gitrog Monster,MOM,March of the Machine,316,NearMint,Normal,English,3.49,2026-08-26,3.71,1.99,3.49
Collection,2,0,The Ancient One,LCI,The Lost Caverns of Ixalan,222,NearMint,Normal,English,1.19,2026-08-26,1.33,0.45,1.19
Collection,1,0,The Black Arrow,HOB,The Hobbit,171,NearMint,Foil,English,0.13,2026-08-26,0.23,0.02,0.13
Collection,2,0,The Black Arrow,HOB,The Hobbit,171,NearMint,Normal,English,0.02,2026-08-26,0.14,0.02,0.02
Collection,1,0,"The Boulder, Ready to Rumble",TLA,Avatar: The Last Airbender,168,NearMint,Normal,English,0.13,2026-08-26,0.13,0.02,0.13
Collection,2,0,The Chief Warg,HOB,The Hobbit,150,NearMint,Normal,English,0.09,2026-08-26,0.18,0.02,0.09
Collection,1,0,The Darkness Crystal,FIN,Final Fantasy,96,NearMint,Normal,English,2.78,2026-08-24,2.82,1.00,2.74
Collection,1,0,The Earth Crystal,FIN,Final Fantasy,184,NearMint,Normal,English,7.47,2026-08-26,7.12,2.98,7.47
Collection,1,0,The Earth King,TLA,Avatar: The Last Airbender,172,NearMint,Normal,English,0.91,2026-08-26,0.84,0.05,0.91
Collection,1,0,The Emperor of Palamecia,FIN,Final Fantasy,219,NearMint,Normal,English,0.17,2026-08-26,0.16,0.02,0.17
Collection,1,0,The Eternal Wanderer,ONE,Phyrexia: All Will Be One,335,NearMint,Normal,English,1.46,2026-08-24,1.48,0.55,1.45
Collection,1,0,The Fire Nation Drill,TLA,Avatar: The Last Airbender,98,NearMint,Normal,English,0.19,2026-08-24,0.22,0.02,0.18
Collection,1,0,"The Gitrog, Ravenous Ride",OTJ,Outlaws of Thunder Junction,206,NearMint,Normal,English,3.00,2026-08-26,3.16,0.90,3.00
Collection,1,0,The Irencrag,PWOE,Wilds of Eldraine Promos,248p,NearMint,Normal,English,0.59,2026-08-26,0.58,0.10,0.59
Collection,1,0,The Key to the Vault,OTJ,Outlaws of Thunder Junction,54,NearMint,Normal,English,0.32,2026-08-24,0.38,0.03,0.31
Collection,1,0,The Legend of Yangchen,TLA,Avatar: The Last Airbender,27,NearMint,Normal,English,3.60,2026-08-26,3.54,1.70,3.60
Collection,1,0,The Lion-Turtle,TLA,Avatar: The Last Airbender,232,NearMint,Normal,English,0.19,2026-08-26,0.20,0.02,0.19
Collection,1,0,The Masamune,FIN,Final Fantasy,264,NearMint,Normal,English,0.50,2026-08-26,0.47,0.05,0.50
Collection,1,0,"The Mechanist, Aerial Artisan",TLA,Avatar: The Last Airbender,64,NearMint,Normal,English,0.21,2026-08-24,0.26,0.02,0.19
Collection,1,0,The Millennium Calendar,LCI,The Lost Caverns of Ixalan,388,NearMint,Foil,English,2.95,2026-08-26,3.34,1.50,2.95
Collection,2,0,"The Mountain-king's Return",HOB,The Hobbit,22,NearMint,Normal,English,0.09,2026-08-26,0.18,0.02,0.09
Collection,2,0,The Mouth of Sauron,LTR,The Lord of the Rings: Tales of Middle-earth,216,NearMint,Normal,English,0.11,2026-08-26,0.08,0.02,0.11
Collection,1,0,The Necrobloom,MH3,Modern Horizons 3,194,NearMint,Normal,English,0.26,2026-08-26,0.21,0.02,0.26
Collection,1,0,The Prima Vista,FIN,Final Fantasy,64,NearMint,Normal,English,0.07,2026-08-24,0.05,0.02,0.07
Collection,1,0,"The Prydwen, Steel Flagship",PIP,Fallout,22,NearMint,Normal,English,0.28,2026-08-24,0.26,0.10,0.31
Collection,1,0,The Rollercrusher Ride,DSK,Duskmourn: House of Horror,155,NearMint,Normal,English,0.87,2026-08-24,0.62,0.15,0.86
Collection,1,0,The Stasis Coffin,BRO,"The Brothers' War",245,NearMint,Normal,English,0.43,2026-08-26,0.41,0.05,0.43
Collection,1,0,The Wise Mothman,PIP,Fallout,4,NearMint,Foil,English,0.97,2026-08-26,0.92,0.30,0.97
Collection,1,0,Thorin Oakenshield,HOB,The Hobbit,165,NearMint,Normal,English,0.13,2026-08-26,0.19,0.02,0.13
Collection,1,0,Thorin Oakenshield,HOB,The Hobbit,202,NearMint,Normal,English,0.02,2026-08-26,0.56,0.02,0.02
Collection,1,0,Thoughtbound Phantasm,MKC,Murders at Karlov Manor Commander,122,NearMint,Normal,English,0.12,2026-08-26,0.15,0.02,0.12
Collection,1,0,"Thranduil, Sindarin Liege // Silvan Rally",HOB,The Hobbit,233,NearMint,Normal,English,0.02,2026-08-26,0.54,0.02,0.02
Collection,1,0,"Thranduil, the Elvenking",HOB,The Hobbit,167,NearMint,Normal,English,0.02,2026-08-26,2.61,0.11,0.02
Collection,1,0,Thrill of Possibility,LTC,Tales of Middle-earth Commander,229,NearMint,Normal,English,0.25,2026-08-25,0.16,0.04,0.27
Collection,1,0,Throne of the Grim Captain,LCI,The Lost Caverns of Ixalan,313,NearMint,Foil,English,0.43,2026-08-26,0.40,0.04,0.43
Collection,2,0,"Thrór's Map",HOB,The Hobbit,179,NearMint,Normal,English,0.12,2026-08-26,0.23,0.02,0.12
Collection,1,0,Thrummingbird,ONE,Phyrexia: All Will Be One,288,NearMint,Foil,English,0.30,2026-08-26,0.31,0.02,0.30
Collection,2,0,Thrummingbird,ONE,Phyrexia: All Will Be One,288,NearMint,Normal,Japanese,0.10,2026-08-26,0.14,0.02,0.10
Collection,1,0,Thrummingbird,ONE,Phyrexia: All Will Be One,72,NearMint,Foil,Japanese,0.26,2026-08-26,0.18,0.02,0.26
Collection,1,0,"Thrun, Breaker of Silence",ONE,Phyrexia: All Will Be One,331,NearMint,Normal,English,0.37,2026-08-26,0.36,0.09,0.37
Collection,1,0,Thundertrap Trainer,PBLB,Bloomburrow Promos,78s,NearMint,Foil,English,3.47,2026-08-26,1.99,1.89,3.47
Collection,1,0,"Tidus, Blitzball Star",FIN,Final Fantasy,246,NearMint,Normal,English,0.04,2026-08-26,0.10,0.02,0.04
Collection,1,0,Tiller of Flesh,MOM,March of the Machine,44,NearMint,Normal,English,0.07,2026-08-26,0.10,0.02,0.07
Collection,1,0,Timeless Dragon,DRC,Aetherdrift Commander,67,NearMint,Normal,English,0.17,2026-08-26,0.17,0.02,0.17
Collection,1,0,"Timothar, Baron of Bats",LCC,Lost Caverns of Ixalan Commander,210,NearMint,Normal,English,0.28,2026-08-24,0.29,0.04,0.27
Collection,1,0,"Titania, Protector of Argoth",MH2,Modern Horizons 2,287,NearMint,Normal,English,0.66,2026-08-26,0.65,0.15,0.66
Collection,1,0,"Toby, Beastie Befriender",DSK,Duskmourn: House of Horror,356,NearMint,Normal,English,0.45,2026-08-24,0.36,0.09,0.47
Collection,1,0,Tom Bombadil,HOC,The Hobbit Eternal,38,NearMint,Foil,English,14.79,2026-08-26,19.88,14.90,14.79
Collection,1,0,"Tom, Bert, and William",HOB,The Hobbit,169,NearMint,Normal,English,0.02,2026-08-26,0.59,0.02,0.02
Collection,2,0,"Toph, the Blind Bandit",TLA,Avatar: The Last Airbender,198,NearMint,Normal,English,0.12,2026-08-26,0.16,0.02,0.12
Collection,1,0,"Toph, the First Metalbender",TLA,Avatar: The Last Airbender,247,NearMint,Normal,English,0.79,2026-08-26,0.79,0.05,0.79
Collection,1,0,Transit Mage,DFT,Aetherdrift,70,NearMint,Normal,English,0.17,2026-08-26,0.21,0.02,0.17
Collection,1,0,Transplant Theorist,ONE,Phyrexia: All Will Be One,73,NearMint,Normal,English,0.09,2026-08-26,0.09,0.02,0.09
Collection,1,0,Trawler Drake,ONE,Phyrexia: All Will Be One,74,NearMint,Normal,English,0.04,2026-08-26,0.07,0.02,0.04
Collection,1,0,Triskaidekaphile,BLC,Bloomburrow Commander,178,NearMint,Normal,English,0.56,2026-08-26,0.55,0.20,0.56
Collection,1,0,"Troyan, Gutsy Explorer",WOE,Wilds of Eldraine,217,NearMint,Normal,English,0.15,2026-08-26,0.13,0.02,0.15
Collection,1,0,Tune Up,DFT,Aetherdrift,33,NearMint,Normal,English,0.10,2026-08-26,0.13,0.02,0.10
Collection,3,0,"Tura Kennerüd, Skyknight",DMU,Dominaria United,323,NearMint,Normal,English,0.03,2026-08-26,0.04,0.02,0.03
Collection,1,0,Twinblade Blessing,FDN,Foundations,26,NearMint,Normal,English,0.21,2026-08-26,0.18,0.02,0.21
Collection,1,0,Twinblade Geist,INR,Innistrad Remastered,452,NearMint,Normal,English,0.09,2026-08-26,0.08,0.02,0.09
Collection,1,0,Twinblade Geist,INR,Innistrad Remastered,47,NearMint,Foil,English,0.16,2026-08-26,0.21,0.02,0.16
Collection,1,0,Twinmaw Stormbrood // Charring Bite,TDM,Tarkir: Dragonstorm,232,NearMint,Normal,English,0.20,2026-08-26,0.17,0.02,0.20
Collection,1,0,"Ty Lee, Artful Acrobat",TLA,Avatar: The Last Airbender,158,NearMint,Normal,English,0.07,2026-08-24,0.14,0.02,0.07
Collection,1,0,"Tymaret, Chosen from Death",MUL,Multiverse Legends,18,NearMint,Normal,English,0.05,2026-08-24,0.09,0.02,0.05
Collection,1,0,"Tyvar, Jubilant Brawler",ONE,Phyrexia: All Will Be One,218,NearMint,Normal,Japanese,1.66,2026-08-26,1.41,0.70,1.66
Collection,1,0,"Uchbenbak, the Great Mistake",LCI,The Lost Caverns of Ixalan,310,NearMint,Normal,English,0.09,2026-08-26,0.08,0.02,0.09
Collection,1,0,Uglúk of the White Hand,LTR,The Lord of the Rings: Tales of Middle-earth,235,NearMint,Normal,English,0.10,2026-08-26,0.10,0.02,0.10
Collection,1,0,"Ulalek, Fused Atrocity",M3C,Modern Horizons 3 Commander,4,NearMint,Normal,English,0.36,2026-08-26,0.40,0.10,0.36
Collection,1,0,"Ultima, Origin of Oblivion",FIN,Final Fantasy,2,NearMint,Normal,English,0.66,2026-08-26,0.69,0.15,0.66
Collection,1,0,"Ultimecia, Time Sorceress",FIN,Final Fantasy,247,NearMint,Normal,English,0.07,2026-08-26,0.07,0.02,0.07
Collection,1,0,"Umaro, Raging Yeti",FIC,Final Fantasy Commander,63,NearMint,Normal,English,0.20,2026-08-24,0.19,0.04,0.18
Collection,1,0,Uncle Iroh,TLA,Avatar: The Last Airbender,248,NearMint,Normal,English,0.11,2026-08-26,0.10,0.02,0.11
Collection,1,0,"Unctus, Grand Metatect",ONE,Phyrexia: All Will Be One,303,NearMint,Normal,English,0.34,2026-08-24,0.45,0.10,0.42
Collection,1,0,Unidentified Hovership,DSK,Duskmourn: House of Horror,37,NearMint,Normal,English,0.15,2026-08-26,0.17,0.02,0.15
Collection,1,0,United Battlefront,PTDM,Tarkir: Dragonstorm Promos,32p,NearMint,Normal,English,0.31,2026-08-26,0.25,0.04,0.31
Collection,1,0,United Battlefront,TDM,Tarkir: Dragonstorm,32,NearMint,Normal,English,0.21,2026-08-26,0.24,0.02,0.21
Collection,1,0,Unswerving Sloth,DFT,Aetherdrift,34,NearMint,Normal,English,0.11,2026-08-26,0.12,0.02,0.11
Collection,1,0,Unyielding Gatekeeper,MKM,Murders at Karlov Manor,35,NearMint,Normal,English,0.10,2026-08-26,0.11,0.02,0.10
Collection,1,0,Urabrask the Hidden,MUL,Multiverse Legends,23,NearMint,Normal,English,2.06,2026-08-24,2.38,0.85,1.82
